Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1993","1993","kg/ha","25.41","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1994","1994","kg/ha","25.7","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1995","1995","kg/ha","26.2","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1996","1996","kg/ha","26.63","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1997","1997","kg/ha","26.91","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1998","1998","kg/ha","25.74","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1999","1999","kg/ha","24.75","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2000","2000","kg/ha","23.75","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2001","2001","kg/ha","23.28","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2002","2002","kg/ha","23.3","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2003","2003","kg/ha","25.11","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2004","2004","kg/ha","24.69","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2005","2005","kg/ha","22.92","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2006","2006","kg/ha","23.37","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2007","2007","kg/ha","24.06","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2008","2008","kg/ha","16.66","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2009","2009","kg/ha","17.56","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2010","2010","kg/ha","20.92","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2011","2011","kg/ha","20.51","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2012","2012","kg/ha","21.61","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2013","2013","kg/ha","23.09","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2014","2014","kg/ha","22.1","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2015","2015","kg/ha","22.39","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2016","2016","kg/ha","22.72","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2017","2017","kg/ha","23.55","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2018","2018","kg/ha","23.35","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2019","2019","kg/ha","22.87","Fc","Calculated data"
