Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1975","1975","kg/ha","1.86","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1976","1976","kg/ha","2.11","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1977","1977","kg/ha","2.19","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1978","1978","kg/ha","2.07","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1979","1979","kg/ha","2.21","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1980","1980","kg/ha","2.46","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1981","1981","kg/ha","2.77","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1982","1982","kg/ha","2.56","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1983","1983","kg/ha","2.36","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1984","1984","kg/ha","2.6","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1985","1985","kg/ha","2.85","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1986","1986","kg/ha","2.82","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1987","1987","kg/ha","2.65","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1988","1988","kg/ha","2.74","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1989","1989","kg/ha","2.67","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1990","1990","kg/ha","2.88","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1991","1991","kg/ha","2.63","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1992","1992","kg/ha","2.49","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1993","1993","kg/ha","2.49","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1994","1994","kg/ha","2.27","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1995","1995","kg/ha","2.23","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1996","1996","kg/ha","2.45","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1997","1997","kg/ha","2.62","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1998","1998","kg/ha","2.77","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1999","1999","kg/ha","2.28","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2000","2000","kg/ha","2.22","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2001","2001","kg/ha","2.33","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2002","2002","kg/ha","2.26","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2003","2003","kg/ha","2.32","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2004","2004","kg/ha","2.57","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2005","2005","kg/ha","1.98","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2006","2006","kg/ha","2.65","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2007","2007","kg/ha","2.5","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2008","2008","kg/ha","2.43","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2009","2009","kg/ha","2.04","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2010","2010","kg/ha","2.26","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2011","2011","kg/ha","2.42","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2012","2012","kg/ha","2.08","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2013","2013","kg/ha","2.1","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2014","2014","kg/ha","2.36","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2015","2015","kg/ha","2.65","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2016","2016","kg/ha","2.51","Fc","Calculated data"
"EF","Fertilizers indicators","5100","Africa","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2017","2017","kg/ha","3.27","Fc","Calculated data"
